dataset,profile,android_brightness,patch,R,G,B,X,Y,Z
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-12,12,12,12,0.205946,0.274022,0.20758
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-16,16,16,16,0.415494,0.443107,0.438782
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-24,24,24,24,1.174785,1.287841,1.260216
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-32,32,32,32,2.34691,2.523527,2.612254
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-48,48,48,48,5.566341,5.901234,6.297789
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-64,64,64,64,10.729957,11.443459,12.263648
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-96,96,96,96,26.220345,27.795131,29.724906
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-128,128,128,128,50.249723,53.148977,57.873946
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-160,160,160,160,82.377763,86.872694,94.620831
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-192,192,192,192,122.780454,130.025831,139.723531
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-224,224,224,224,173.583454,182.658649,199.180177
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-240,240,240,240,202.121646,212.649271,230.607394
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-248,248,248,248,217.182055,229.41772,247.659497
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,gray-252,252,252,252,225.827975,238.263813,257.59824
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,red-128,128,0,0,21.61765,11.219869,1.152496
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,red-224,224,0,0,76.449186,39.602953,3.971227
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,red-240,240,0,0,89.714809,46.345148,4.47327
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,red-248,248,0,0,97.389339,50.296181,4.734867
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,red-252,252,0,0,100.61524,51.997522,4.976247
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,red-255,255,0,0,103.887043,53.749079,4.988481
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,green-128,0,128,0,19.328982,38.80719,6.505088
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,green-224,0,224,0,67.22611,135.420805,22.713099
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,green-240,0,240,0,78.461962,158.217678,26.418906
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,green-248,0,248,0,84.419282,169.878645,28.126238
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,green-252,0,252,0,87.698407,176.815773,29.07708
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,green-255,0,255,0,90.044958,182.051417,29.913713
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,blue-128,0,0,128,9.74369,3.918962,51.323064
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,blue-224,0,0,224,33.482208,13.417072,176.086369
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,blue-240,0,0,240,39.307726,15.74007,206.830363
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,blue-248,0,0,248,42.427329,16.935186,222.761345
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,blue-252,0,0,252,43.635817,17.502987,229.779231
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,blue-255,0,0,255,45.041911,17.983596,237.114611
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,cyan-128,0,128,128,28.983631,42.298034,56.634946
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,cyan-224,0,224,224,98.947314,145.841201,194.944163
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,cyan-240,0,240,240,115.080995,169.968373,226.551339
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,cyan-248,0,248,248,123.864423,182.376266,245.888828
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,cyan-252,0,252,252,128.390816,189.563816,253.534303
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,cyan-255,0,255,255,131.787807,194.866942,261.343804
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,magenta-128,128,0,128,31.468458,15.16549,51.475399
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,magenta-224,224,0,224,109.116592,52.477457,177.918653
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,magenta-240,240,0,240,127.771164,61.411909,208.484278
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,magenta-248,248,0,248,137.818451,66.173767,224.208217
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,magenta-252,252,0,252,142.637534,68.406707,233.925116
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,magenta-255,255,0,255,147.130688,70.575619,241.169141
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,yellow-128,128,128,0,40.774064,49.64736,7.362564
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,yellow-224,224,224,0,141.76649,171.989167,25.88275
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,yellow-240,240,240,0,165.96704,200.910145,30.010335
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,yellow-248,248,248,0,178.817906,217.149153,32.467928
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,yellow-252,252,252,0,185.847865,225.715251,33.328337
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,yellow-255,255,255,0,191.302503,232.175289,34.180018
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,red-mix,192,64,64,60.403768,36.967235,14.846622
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,green-mix,64,192,64,53.981066,98.49243,26.441515
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,blue-mix,64,64,192,32.30778,19.746221,126.729657
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,skin-light,194,150,130,91.148578,85.722954,62.761345
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,skin-dark,115,82,68,25.908396,23.505654,15.513245
native-gamma22-brightness-20260913/slider-070-raw-179,gamma22,179,white-end,255,255,255,232.466952,245.114403,265.583735
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,white-start,255,255,255,320.645536,337.905095,365.888007
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,black,0,0,0,0.0,0.0,0.0
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-4,4,4,4,0.0,0.0,0.0
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-8,8,8,8,0.100302,0.102307,0.123023
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-12,12,12,12,0.278204,0.372935,0.281144
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-16,16,16,16,0.568336,0.606282,0.598512
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-24,24,24,24,1.592202,1.746002,1.706679
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-32,32,32,32,3.188141,3.43081,3.546344
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-48,48,48,48,7.623041,8.071075,8.621999
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-64,64,64,64,14.61983,15.574087,16.729078
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-96,96,96,96,35.868221,38.025402,40.834382
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-128,128,128,128,68.887421,72.71395,79.706676
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-160,160,160,160,113.153666,119.289505,129.948044
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-192,192,192,192,169.191003,178.899983,192.627205
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-224,224,224,224,238.952133,251.385216,274.094506
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-240,240,240,240,278.716409,293.057793,317.949137
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-248,248,248,248,299.508936,316.092535,341.395163
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,gray-252,252,252,252,311.488819,328.436228,355.238928
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,red-128,128,0,0,29.669651,15.37926,1.567043
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,red-224,224,0,0,106.119264,54.856207,5.403958
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,red-240,240,0,0,124.4512,64.147126,6.073579
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,red-248,248,0,0,135.090546,69.597806,6.420938
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,red-252,252,0,0,139.741743,72.045838,6.764686
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,red-255,255,0,0,144.301032,74.470829,6.766524
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,green-128,0,128,0,26.439216,53.163688,8.89089
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,green-224,0,224,0,92.666936,187.496981,31.043703
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,green-240,0,240,0,108.23087,219.394086,36.09126
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,green-248,0,248,0,116.428803,235.717783,38.458947
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,green-252,0,252,0,121.012993,245.141154,39.764358
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,green-255,0,255,0,124.334251,252.716804,40.881385
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,blue-128,0,0,128,13.4302,5.384593,70.864984
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,blue-224,0,0,224,46.273825,18.463387,243.917521
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,blue-240,0,0,240,54.320785,21.673869,286.537529
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,blue-248,0,0,248,58.629636,23.330099,308.811422
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,blue-252,0,0,252,60.373406,24.122363,318.596364
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,blue-255,0,0,255,62.260158,24.735494,328.618994
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,cyan-128,0,128,128,39.537972,57.753491,78.113623
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,cyan-224,0,224,224,135.883558,201.034168,269.158249
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,cyan-240,0,240,240,158.401259,234.69267,313.195439
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,cyan-248,0,248,248,170.272052,251.478737,339.804925
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,cyan-252,0,252,252,176.625458,261.428669,350.472089
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,cyan-255,0,255,255,181.25671,268.694556,360.945042
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,magenta-128,128,0,128,43.130182,20.756077,70.961413
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,magenta-224,224,0,224,150.484461,72.223796,245.586408
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,magenta-240,240,0,240,176.200028,84.417452,288.165146
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,magenta-248,248,0,248,190.306039,91.056745,310.425589
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,magenta-252,252,0,252,197.120479,94.196837,323.675653
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,magenta-255,255,0,255,203.423518,97.194544,333.746174
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,yellow-128,128,128,0,56.003801,68.10576,10.088693
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,yellow-224,224,224,0,196.019016,237.735141,35.253771
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,yellow-240,240,240,0,229.790747,278.089471,40.971996
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,yellow-248,248,248,0,247.636251,300.693884,44.284043
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,yellow-252,252,252,0,257.579949,312.653382,45.411371
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,yellow-255,255,255,0,265.182933,321.735832,46.699007
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,red-mix,192,64,64,83.638856,50.950436,20.202987
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,green-mix,64,192,64,74.265073,135.993247,36.148676
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,blue-mix,64,64,192,44.438418,26.993183,175.157285
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,skin-light,194,150,130,125.823014,117.760477,86.227172
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,skin-dark,115,82,68,35.448071,32.081257,21.15326
native-gamma22-brightness-20260913/slider-080-raw-204,gamma22,204,white-end,255,255,255,320.592532,337.872856,366.064654
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,white-start,255,255,255,443.777493,468.197336,504.552198
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,black,0,0,0,0.0,0.0,0.0
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-4,4,4,4,0.0,0.0,0.0
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-8,8,8,8,0.135097,0.139138,0.166162
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-12,12,12,12,0.377916,0.509561,0.381407
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-16,16,16,16,0.789671,0.839176,0.831084
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-24,24,24,24,2.209834,2.416853,2.366794
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-32,32,32,32,4.433638,4.766407,4.933422
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-48,48,48,48,10.696434,11.315908,12.120225
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-64,64,64,64,20.362935,21.667146,23.373692
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-96,96,96,96,50.059726,53.142253,56.991285
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-128,128,128,128,95.793447,101.205577,110.950632
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-160,160,160,160,157.462804,166.123382,180.191687
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-192,192,192,192,235.382597,249.337247,267.377312
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-224,224,224,224,331.138324,348.732795,378.840844
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-240,240,240,240,385.716498,406.055023,438.854507
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-248,248,248,248,414.520407,437.863742,470.828017
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,gray-252,252,252,252,430.861434,454.79613,489.642561
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,red-128,128,0,0,41.538482,21.50819,2.168895
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,red-224,224,0,0,148.77962,76.849231,7.498536
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,red-240,240,0,0,174.516945,89.854346,8.434594
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,red-248,248,0,0,189.333922,97.452529,8.921496
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,red-252,252,0,0,195.797567,100.842031,9.402082
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,red-255,255,0,0,202.31884,104.292539,9.417903
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,green-128,0,128,0,36.968289,74.386737,12.438029
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,green-224,0,224,0,129.156549,261.922161,43.067066
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,green-240,0,240,0,150.880777,306.68003,50.107314
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,green-248,0,248,0,162.497266,329.713771,53.453402
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,green-252,0,252,0,168.783061,343.013391,55.141277
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,green-255,0,255,0,173.274861,353.226036,56.808116
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,blue-128,0,0,128,18.769443,7.502409,99.171715
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,blue-224,0,0,224,64.406412,25.648447,339.614594
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,blue-240,0,0,240,75.483546,30.06307,398.388682
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,blue-248,0,0,248,81.456393,32.364916,429.128211
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,blue-252,0,0,252,83.835311,33.418431,442.73294
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,blue-255,0,0,255,86.467343,34.284826,456.86476
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,cyan-128,0,128,128,55.099125,80.628875,109.004718
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,cyan-224,0,224,224,188.239437,279.199665,373.02813
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,cyan-240,0,240,240,219.152951,325.641665,433.404348
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,cyan-248,0,248,248,235.737274,349.130428,470.30428
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,cyan-252,0,252,252,244.365742,362.987969,484.708789
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,cyan-255,0,255,255,250.845941,373.069509,499.264047
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,magenta-128,128,0,128,60.293332,28.947182,99.29485
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,magenta-224,224,0,224,209.554056,100.37939,341.168795
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,magenta-240,240,0,240,244.976948,117.0882,399.470735
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,magenta-248,248,0,248,264.235076,126.184761,430.035019
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,magenta-252,252,0,252,273.449292,130.461692,448.232126
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,magenta-255,255,0,255,282.125649,134.614598,462.013081
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,yellow-128,128,128,0,78.180649,95.026373,14.126708
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,yellow-224,224,224,0,273.181654,331.519842,48.698289
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,yellow-240,240,240,0,320.288082,387.776323,56.433883
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,yellow-248,248,248,0,345.133014,419.301077,61.034908
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,yellow-252,252,252,0,359.067368,436.090128,62.719564
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,yellow-255,255,255,0,369.790351,448.844783,64.380892
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,red-mix,192,64,64,117.179258,71.237084,28.081688
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,green-mix,64,192,64,103.744314,190.575001,50.278672
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,blue-mix,64,64,192,61.793308,37.412757,244.264401
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,skin-light,194,150,130,175.414719,164.158787,119.831294
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,skin-dark,115,82,68,49.468964,44.763291,29.468977
native-gamma22-brightness-20260913/slider-090-raw-230,gamma22,230,white-end,255,255,255,443.394639,467.69231,504.549186
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,white-start,255,255,255,579.735981,613.171633,656.725145
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,black,0,0,0,0.0,0.0,0.0
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-4,4,4,4,0.0,0.0,0.0
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-8,8,8,8,0.174378,0.181678,0.2132
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-12,12,12,12,0.494611,0.670567,0.496017
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-16,16,16,16,1.049107,1.111058,1.100692
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-24,24,24,24,2.938795,3.211251,3.148622
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-32,32,32,32,5.939036,6.384573,6.605548
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-48,48,48,48,14.421538,15.26453,16.355622
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-64,64,64,64,27.279786,28.982904,31.306117
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-96,96,96,96,66.854389,71.065417,76.166571
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-128,128,128,128,127.495415,134.905984,147.522639
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-160,160,160,160,208.393187,220.422984,237.366609
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-192,192,192,192,310.546865,329.41081,351.188673
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-224,224,224,224,434.557291,458.593704,494.608937
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-240,240,240,240,505.454928,533.123658,572.026279
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-248,248,248,248,542.19699,574.126281,613.061763
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,gray-252,252,252,252,563.247481,596.162234,637.380464
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,red-128,128,0,0,55.440876,28.701143,2.892922
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,red-224,224,0,0,197.890411,102.291928,10.002903
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,red-240,240,0,0,231.492159,119.254163,11.255507
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,red-248,248,0,0,250.966635,129.210742,11.898681
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,red-252,252,0,0,259.618347,133.735171,12.542348
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,red-255,255,0,0,268.178627,138.270276,12.560651
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,green-128,0,128,0,49.484097,99.604383,16.723614
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,green-224,0,224,0,171.252411,347.665091,57.117818
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,green-240,0,240,0,199.945497,406.967212,66.38472
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,green-248,0,248,0,215.023052,436.974021,70.664674
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,green-252,0,252,0,223.526838,454.618212,73.090434
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,green-255,0,255,0,229.361445,468.08971,75.135531
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,blue-128,0,0,128,24.996939,9.973919,132.168089
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,blue-224,0,0,224,84.728137,33.820053,446.796649
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,blue-240,0,0,240,99.185217,39.523376,522.76375
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,blue-248,0,0,248,106.974699,42.538473,563.043299
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,blue-252,0,0,252,110.064434,43.926443,580.711967
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,blue-255,0,0,255,113.598342,45.051197,599.259482
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,cyan-128,0,128,128,73.359289,107.600819,144.869849
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,cyan-224,0,224,224,247.324929,368.057392,488.454007
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,cyan-240,0,240,240,287.717581,429.15745,566.595671
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,cyan-248,0,248,248,309.435228,459.938101,614.496499
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,cyan-252,0,252,252,320.577235,477.813846,633.168374
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,cyan-255,0,255,255,328.838738,490.976514,651.985514
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,magenta-128,128,0,128,80.188769,38.538477,132.157948
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,magenta-224,224,0,224,276.007567,132.244597,447.530157
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,magenta-240,240,0,240,322.064174,154.01212,522.969684
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,magenta-248,248,0,248,347.134443,165.771485,562.366718
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,magenta-252,252,0,252,359.077916,171.329433,586.040775
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,magenta-255,255,0,255,370.624075,176.817991,604.415022
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,yellow-128,128,128,0,104.345717,126.965205,18.94734
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,yellow-224,224,224,0,361.098043,438.7133,64.502025
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,yellow-240,240,240,0,422.587567,512.492631,74.457273
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,yellow-248,248,248,0,455.020153,553.808978,80.529522
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,yellow-252,252,252,0,472.883109,575.538607,82.59617
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,yellow-255,255,255,0,486.715979,592.19155,84.810111
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,red-mix,192,64,64,155.989393,94.853629,37.269267
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,green-mix,64,192,64,138.035532,253.714218,66.977018
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,blue-mix,64,64,192,81.836552,49.620111,322.564269
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,skin-light,194,150,130,232.642012,217.917698,158.593795
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,skin-dark,115,82,68,66.170872,59.991898,39.309522
native-gamma22-brightness-20260913/slider-100-raw-255,gamma22,255,white-end,255,255,255,579.291071,612.777632,656.546796
native-srgb-reference-20260913,srgb,173,white-start,255,255,255,213.728831,225.3305,243.749384
native-srgb-reference-20260913,srgb,173,black,0,0,0,0.0,0.0,0.0
native-srgb-reference-20260913,srgb,173,gray-4,4,4,4,0.192736,0.254445,0.193408
native-srgb-reference-20260913,srgb,173,gray-8,8,8,8,0.588544,0.623617,0.637141
native-srgb-reference-20260913,srgb,173,gray-12,12,12,12,0.873725,0.965548,0.928578
native-srgb-reference-20260913,srgb,173,gray-16,16,16,16,1.175238,1.229892,1.30087
